Expense_ID,Date,Department,Expense_Type,Vendor,Budget,Actual_Expense,Payment_Mode
EXP119239,1/30/2025,IT,Internet,Prime Vendors,198056,106381,Credit Card
EXP104333,3/9/2024,Administration,Travel,Quick Supplies,266073,160481,Credit Card
EXP104738,3/23/2025,Administration,Internet,Data Corp,70045,93120,Cash
EXP104601,11/1/2025,HR,Consulting,Star Traders,41870,61864,Bank Transfer
EXP124756,6/14/2024,HR,Office Supplies,Data Corp,145900,195541,Cash
EXP113317,5/17/2024,Operation,Internet,Prime Vendors,130310,175893,Cash
EXP104214,12/27/2024,Finance,Utilities,Star Traders,254818,274095,Cash
EXP117309,4/27/2024,Sales,Utilities,Prime Vendors,82406,117092,UPI
EXP117977,2/4/2025,Sales,Training,Urban Services,87273,121519,UPI
EXP101836,3/3/2024,HR,Internet,Data Corp,181512,139179,Bank Transfer
EXP110628,8/30/2024,Marketing,Office Supplies,Prime Vendors,83338,117253,Bank Transfer
EXP120265,11/2/2024,Administration,Salary,CloudNet,118364,89773,Bank Transfer
EXP112727,9/19/2024,Operation,Utilities,Data Corp,292468,411887,Bank Transfer
EXP106757,9/30/2024,Marketing,Travel,Global Systems,276992,411104,Cash
EXP113104,1/12/2024,Administration,Maintenance,Urban Services,24850,16668,Credit Card
EXP111790,5/3/2025,Marketing,Marketing Campaign,Quick Supplies,39557,41630,UPI
EXP116073,10/3/2024,HR,Utilities,Prime Vendors,110175,132851,Bank Transfer
EXP122751,12/18/2024,Administration,Maintenance,Bright Media,39229,35806,Bank Transfer
EXP107216,7/2/2024,Administration,Office Supplies,Data Corp,200622,283461,Cash
EXP103508,7/17/2024,Finance,Marketing Campaign,Bright Media,153633,159916,Bank Transfer
EXP123892,7/6/2024,Marketing,Salary,Global Systems,79879,113236,UPI
EXP117701,5/21/2024,Finance,Marketing Campaign,Data Corp,240396,341456,UPI
EXP117146,2/3/2024,HR,Travel,Data Corp,221000,146304,Cash
EXP113804,5/10/2025,Marketing,Internet,Bright Media,217102,248226,Cash
EXP123567,7/3/2024,Marketing,Consulting,Data Corp,128495,170616,Cash
EXP100535,6/14/2024,Administration,Utilities,Global Systems,245752,325905,Credit Card
EXP109242,6/14/2024,Sales,Office Supplies,Global Systems,100731,84535,Credit Card
EXP113294,12/29/2024,Sales,Marketing Campaign,Star Traders,136764,82749,Cash
EXP108715,4/11/2025,Sales,Travel,ABC Pvt Ltd,181093,253895,Cash
EXP120794,1/6/2024,Sales,Maintenance,Tech Solutions,278730,329218,Credit Card
EXP124780,4/3/2024,Administration,Salary,Prime Vendors,239684,240641,Cash
EXP111862,4/16/2024,Finance,Internet,Data Corp,211061,239344,Credit Card
EXP123923,12/23/2024,Operation,Software,CloudNet,195142,203800,Credit Card
EXP104450,6/12/2024,Administration,Consulting,ABC Pvt Ltd,273591,354852,Bank Transfer
EXP118941,4/16/2024,IT,Utilities,Star Traders,102115,111442,UPI
EXP105139,4/21/2025,Finance,Travel,Tech Solutions,22374,29547,Credit Card
EXP122044,11/17/2024,HR,Software,Global Systems,114670,106768,Bank Transfer
EXP116864,2/28/2024,HR,Maintenance,Quick Supplies,93288,66607,Credit Card
EXP107917,8/15/2024,Sales,Utilities,Data Corp,258970,197261,Bank Transfer
EXP124836,6/11/2024,Finance,Utilities,Urban Services,50423,69519,Credit Card
EXP114649,3/21/2025,HR,Office Supplies,ABC Pvt Ltd,33299,27809,Cash
EXP114445,6/27/2024,Marketing,Salary,ABC Pvt Ltd,42858,21983,Cash
EXP100821,8/3/2024,Marketing,Salary,Urban Services,94522,121346,Bank Transfer
EXP121904,7/3/2024,Marketing,Internet,ABC Pvt Ltd,256213,203846,Cash
EXP122030,6/6/2024,Sales,Software,Prime Vendors,146018,215129,UPI
EXP112053,2/23/2024,Marketing,Consulting,Star Traders,111583,55966,Cash
EXP112571,6/5/2025,Sales,Salary,Bright Media,196381,124565,UPI
EXP115347,9/21/2024,Marketing,Software,Prime Vendors,264705,320187,Bank Transfer
EXP114697,11/13/2024,Finance,Office Supplies,CloudNet,26177,21256,Bank Transfer
EXP119876,3/10/2025,Administration,Training,Bright Media,284723,392835,UPI
EXP118379,4/26/2025,Operation,Training,ABC Pvt Ltd,85387,122091,Bank Transfer
EXP105453,12/29/2024,Operation,Travel,Bright Media,280527,369707,Credit Card
EXP119668,6/15/2024,IT,Utilities,Star Traders,22599,20755,UPI
EXP101277,8/27/2024,Marketing,Marketing Campaign,Prime Vendors,117740,114821,UPI
EXP123069,8/10/2024,IT,Software,Star Traders,207734,200831,Bank Transfer
EXP107877,1/7/2025,Administration,Training,Urban Services,227141,167246,Credit Card
EXP102194,6/3/2025,Operation,Office Supplies,CloudNet,180051,120690,Credit Card
EXP110424,5/22/2024,Operation,Travel,Bright Media,214330,234585,Credit Card
EXP101670,10/8/2024,HR,Salary,Global Systems,61766,81010,Cash
EXP105427,8/12/2024,Finance,Travel,Prime Vendors,172521,254018,UPI
EXP118240,10/9/2024,Sales,Marketing Campaign,Star Traders,100711,110859,Credit Card
EXP112035,6/14/2024,IT,Maintenance,Quick Supplies,69619,40925,
EXP100361,12/5/2024,Operation,Office Supplies,Tech Solutions,97530,130115,Credit Card
EXP120448,11/30/2024,HR,Training,Quick Supplies,209137,220008,Credit Card
EXP116989,9/10/2024,Administration,Consulting,Star Traders,117512,104183,Credit Card
EXP103870,10/4/2025,Sales,Marketing Campaign,Quick Supplies,36161,25391,Cash
EXP112375,6/14/2024,Administration,Office Supplies,ABC Pvt Ltd,20007,25672,Cash
EXP111832,12/2/2024,Sales,Travel,CloudNet,291447,398634,UPI
EXP106577,4/27/2024,IT,Marketing Campaign,Bright Media,264489,317631,Credit Card
EXP109520,3/7/2025,Sales,Office Supplies,Quick Supplies,160744,115166,UPI
EXP112896,10/29/2024,Marketing,Utilities,Global Systems,170704,91745,Cash
EXP122191,5/11/2024,Marketing,Software,ABC Pvt Ltd,82114,97249,UPI
EXP116627,2/25/2024,Operation,Office Supplies,ABC Pvt Ltd,87192,125195,Bank Transfer
EXP113229,6/3/2024,Finance,Utilities,Bright Media,155212,126622,UPI
EXP115661,10/30/2024,IT,Utilities,CloudNet,120315,141206,Cash
EXP103024,1/22/2024,IT,Salary,Data Corp,187427,200904,Cash
EXP120060,1/4/2025,HR,Utilities,Prime Vendors,283879,221054,Bank Transfer
EXP117462,4/10/2024,Marketing,Internet,Data Corp,64723,75274,UPI
EXP113676,3/3/2024,IT,Consulting,Urban Services,153285,210906,Cash
EXP118976,2/23/2024,Operation,Salary,ABC Pvt Ltd,242524,268320,Bank Transfer
EXP101157,2/28/2025,Operation,Software,ABC Pvt Ltd,202502,219612,Bank Transfer
EXP116569,4/19/2024,Marketing,Marketing Campaign,Urban Services,202123,280421,Bank Transfer
EXP113138,10/3/2024,Marketing,Software,Urban Services,285697,217862,Credit Card
EXP116916,3/21/2024,Operation,Salary,Tech Solutions,258440,178927,Bank Transfer
EXP124561,1/5/2024,Sales,Marketing Campaign,Tech Solutions,83241,89850,Cash
EXP119332,1/7/2025,Administration,Maintenance,Tech Solutions,123317,126441,Credit Card
EXP123183,9/29/2024,Sales,Utilities,Urban Services,71330,37807,Bank Transfer
EXP120782,5/2/2025,Finance,Internet,ABC Pvt Ltd,186371,170275,Bank Transfer
EXP106959,6/29/2024,Finance,Training,Prime Vendors,293164,244715,UPI
EXP114146,4/1/2025,Finance,Maintenance,CloudNet,256374,198419,Cash
EXP106932,7/16/2024,IT,Maintenance,Bright Media,29008,15812,Credit Card
EXP104387,3/22/2024,Sales,Marketing Campaign,Bright Media,99401,90127,Bank Transfer
EXP113911,5/5/2025,HR,Consulting,CloudNet,176061,236113,UPI
EXP117234,11/11/2024,HR,Salary,ABC Pvt Ltd,179181,265121,Cash
EXP116631,3/15/2024,HR,Travel,Tech Solutions,233152,224642,Cash
EXP119270,8/1/2024,HR,Office Supplies,Global Systems,294876,276736,Credit Card
EXP118104,1/25/2024,Sales,Maintenance,Data Corp,125532,176511,Credit Card
EXP117215,11/9/2024,Operation,Utilities,Quick Supplies,239448,198892,Cash
EXP124090,8/15/2024,HR,Office Supplies,Global Systems,246920,174669,Cash
EXP121178,7/31/2024,Sales,Office Supplies,CloudNet,247499,227544,Cash
EXP104501,12/11/2024,Operation,Consulting,CloudNet,215488,120647,UPI
EXP113114,1/31/2025,IT,Utilities,Quick Supplies,246713,342985,Cash
EXP115967,2/7/2025,Operation,Salary,Global Systems,38133,42382,Cash
EXP102938,3/7/2024,HR,Travel,ABC Pvt Ltd,125006,170623,UPI
EXP100487,3/27/2025,HR,Software,Data Corp,278128,388856,Cash
EXP109068,12/12/2024,Finance,Consulting,CloudNet,61407,77167,Credit Card
EXP122021,2/3/2024,IT,Utilities,Bright Media,67171,81348,UPI
EXP100751,3/26/2025,Administration,Office Supplies,Urban Services,250081,282929,Credit Card
EXP106068,3/25/2025,Administration,Salary,CloudNet,158744,83825,Cash
EXP103245,6/2/2024,Marketing,Software,Star Traders,69798,69086,UPI
EXP110008,5/22/2024,Operation,Maintenance,Data Corp,213871,128699,Credit Card
EXP113175,2/13/2024,HR,Office Supplies,Prime Vendors,115920,120468,Credit Card
EXP116674,1/14/2024,Administration,Consulting,Prime Vendors,244362,153723,Credit Card
EXP119146,1/4/2024,Marketing,Office Supplies,Star Traders,133978,178314,Cash
EXP107256,7/21/2024,Operation,Internet,ABC Pvt Ltd,35369,44585,Bank Transfer
EXP112567,2/28/2024,Sales,Software,Prime Vendors,239167,275695,Bank Transfer
EXP122997,4/14/2025,HR,Travel,Urban Services,188592,101344,UPI
EXP119482,1/16/2025,Administration,Software,Tech Solutions,187771,213094,Cash
EXP100900,6/1/2024,Sales,Training,Bright Media,121923,109325,Credit Card
EXP102279,2/19/2024,Sales,Office Supplies,Tech Solutions,247835,153345,UPI
EXP123888,8/4/2025,IT,Travel,CloudNet,260466,241678,Credit Card
EXP117406,8/24/2024,HR,Internet,CloudNet,92849,118626,Bank Transfer
EXP103903,4/6/2024,Administration,Software,Data Corp,86693,115881,UPI
EXP124865,3/16/2024,HR,Salary,ABC Pvt Ltd,98238,58696,UPI
EXP109722,12/11/2024,Sales,Internet,Tech Solutions,254692,186782,Bank Transfer
EXP123377,12/21/2024,IT,Consulting,Data Corp,131848,193533,Credit Card
EXP102134,11/20/2024,IT,Training,Prime Vendors,115241,103401,Credit Card
EXP110372,8/2/2024,Sales,Salary,Quick Supplies,274614,378209,Credit Card
EXP116882,3/16/2024,Sales,Maintenance,Bright Media,152617,182510,Cash
EXP124705,3/8/2025,Sales,Maintenance,Urban Services,62107,47295,Bank Transfer
EXP114994,4/2/2025,Finance,Consulting,CloudNet,190693,127866,Credit Card
EXP106615,6/18/2024,Finance,Utilities,Prime Vendors,37769,51844,Bank Transfer
EXP101647,1/3/2025,Administration,Internet,Global Systems,40670,38837,UPI
EXP116503,11/9/2024,HR,Training,ABC Pvt Ltd,211120,255334,Cash
EXP123162,7/17/2024,Sales,Software,Prime Vendors,166225,231459,Credit Card
EXP123210,12/15/2024,Administration,Internet,Tech Solutions,174875,219272,Cash
EXP124385,6/21/2024,Operation,Utilities,Tech Solutions,108785,94732,Credit Card
EXP123404,2/2/2024,Finance,Salary,Bright Media,145685,164801,Cash
EXP114854,10/23/2024,IT,Salary,Quick Supplies,183504,139199,Credit Card
EXP123395,1/7/2025,Marketing,Consulting,Urban Services,50516,44462,Bank Transfer
EXP104351,8/5/2024,Sales,Internet,Star Traders,127053,187756,Bank Transfer
EXP100128,1/4/2025,Sales,Salary,Prime Vendors,241740,330722,Cash
EXP102932,6/30/2024,Administration,Salary,Data Corp,195260,124641,UPI
EXP119775,6/23/2024,Finance,Training,Star Traders,217042,173569,Bank Transfer
EXP122482,5/11/2025,IT,Office Supplies,Prime Vendors,159072,170310,Cash
EXP117250,1/31/2024,IT,Software,Star Traders,107584,113759,Credit Card
EXP107231,1/24/2025,Administration,Travel,ABC Pvt Ltd,55929,58108,Credit Card
EXP116861,3/26/2024,Marketing,Training,Quick Supplies,260788,140190,Bank Transfer
EXP106699,6/19/2024,Administration,Software,CloudNet,198130,202207,Credit Card
EXP117946,10/23/2024,Administration,Software,Bright Media,284449,305933,Credit Card
EXP116450,9/21/2024,Administration,Maintenance,Data Corp,83565,85833,Bank Transfer
EXP119403,3/26/2025,Administration,Salary,ABC Pvt Ltd,204539,191051,UPI
EXP111491,9/21/2024,Administration,Utilities,Urban Services,234812,294551,Credit Card
EXP102669,2/3/2024,Sales,Consulting,Prime Vendors,275096,335799,Cash
EXP124999,5/14/2025,Sales,Internet,Quick Supplies,157442,105217,UPI
EXP121922,9/30/2024,Sales,Office Supplies,Star Traders,192913,136957,Bank Transfer
EXP109992,4/22/2024,Sales,Salary,Prime Vendors,133452,95242,Credit Card
EXP124547,5/1/2025,Finance,Office Supplies,ABC Pvt Ltd,173859,162416,Cash
EXP118923,4/7/2025,Sales,Software,Tech Solutions,240713,253417,Cash
EXP114467,10/10/2024,Marketing,Office Supplies,Quick Supplies,92617,52334,UPI
EXP108298,2/10/2025,Finance,Office Supplies,ABC Pvt Ltd,187323,170446,Credit Card
EXP115611,11/4/2025,IT,Maintenance,Star Traders,88604,75939,Credit Card
EXP109989,5/12/2025,Sales,Internet,CloudNet,259458,297380,Credit Card
EXP122082,1/31/2024,Operation,Consulting,Prime Vendors,297247,294431,UPI
EXP121341,2/6/2024,Marketing,Travel,Bright Media,219852,221150,Credit Card
EXP118319,1/7/2025,Finance,Maintenance,Bright Media,284783,371112,Credit Card
EXP108355,3/3/2024,IT,Internet,Quick Supplies,211528,194632,UPI
EXP112840,8/9/2024,IT,Utilities,ABC Pvt Ltd,186847,164240,Credit Card
EXP102680,2/29/2024,Marketing,Office Supplies,Tech Solutions,257172,284262,Bank Transfer
EXP108610,1/29/2024,HR,Travel,Data Corp,242700,325168,Cash
EXP123218,9/28/2024,Finance,Internet,CloudNet,178848,245041,Cash
EXP115121,8/17/2024,Administration,Salary,ABC Pvt Ltd,105852,117447,Credit Card
EXP119808,5/16/2024,Sales,Utilities,Data Corp,185685,190297,UPI
EXP122308,6/24/2024,Sales,Consulting,Data Corp,296847,387529,Bank Transfer
EXP108332,6/11/2024,Finance,Training,Tech Solutions,175440,109081,Credit Card
EXP102626,6/12/2024,Operation,Software,Prime Vendors,165686,89032,Bank Transfer
EXP111291,2/26/2024,Sales,Marketing Campaign,Tech Solutions,56979,42590,Bank Transfer
EXP105151,6/13/2024,Administration,Internet,CloudNet,20307,10855,Credit Card
EXP123287,8/4/2025,Marketing,Maintenance,Star Traders,293875,187046,Bank Transfer
EXP111804,3/2/2024,Administration,Utilities,Star Traders,159026,190038,Credit Card
EXP121966,10/3/2024,Operation,Travel,Bright Media,27132,19976,Cash
EXP110498,7/30/2024,Administration,Internet,Tech Solutions,43480,24201,Credit Card
EXP115175,5/3/2025,Finance,Office Supplies,ABC Pvt Ltd,74632,92719,Credit Card
EXP114229,1/15/2025,Finance,Office Supplies,Urban Services,21599,15098,UPI
EXP115766,1/21/2025,Marketing,Consulting,Prime Vendors,109962,74240,UPI
EXP117914,2/20/2025,HR,Training,Global Systems,39041,29978,Bank Transfer
EXP114602,2/16/2025,IT,Software,Tech Solutions,221792,300790,Credit Card
EXP107097,4/27/2024,Administration,Marketing Campaign,CloudNet,135392,203054,Credit Card
EXP122125,2/9/2025,Sales,Salary,Global Systems,246749,309650,Bank Transfer
EXP122092,10/9/2024,Administration,Training,Global Systems,30216,27501,Cash
EXP118280,7/8/2024,Administration,Utilities,Global Systems,289885,204202,Cash
EXP115617,6/8/2024,Operation,Consulting,Quick Supplies,275761,397203,Credit Card
EXP107781,5/7/2024,Marketing,Utilities,Star Traders,297089,324457,Credit Card
EXP103187,12/16/2024,HR,Consulting,Global Systems,227920,168988,Credit Card
EXP120999,1/14/2024,Marketing,Salary,Global Systems,252646,147105,Bank Transfer
EXP121920,2/4/2025,Sales,Utilities,Tech Solutions,240112,255004,Credit Card
EXP123595,3/1/2024,Operation,Consulting,Tech Solutions,171133,121455,Cash
EXP102184,5/18/2024,HR,Software,Urban Services,84422,46229,UPI
EXP117681,3/8/2025,Operation,Training,Quick Supplies,36397,18885,Cash
EXP117594,2/15/2024,Finance,Training,Urban Services,107774,119312,Cash
EXP114202,7/23/2024,HR,Maintenance,Bright Media,94254,81179,UPI
EXP104073,6/26/2024,IT,Salary,Star Traders,116050,78964,Bank Transfer
EXP106162,4/30/2024,HR,Marketing Campaign,Bright Media,191059,111185,UPI
EXP123142,1/9/2024,Finance,Utilities,Global Systems,208411,273000,Credit Card
EXP108856,3/30/2025,IT,Utilities,Prime Vendors,256253,317381,Cash
EXP111269,3/13/2024,Sales,Maintenance,Bright Media,95297,106749,UPI
EXP104128,4/17/2025,Finance,Internet,Star Traders,263969,148916,Cash
EXP106242,11/15/2024,Finance,Consulting,Tech Solutions,289991,329123,Credit Card
EXP124193,1/13/2025,IT,Software,Data Corp,97568,109550,Bank Transfer
EXP102045,7/22/2024,HR,Office Supplies,Bright Media,214623,230873,Bank Transfer
EXP113048,2/2/2025,IT,Marketing Campaign,ABC Pvt Ltd,128161,172453,Credit Card
EXP116204,3/24/2025,Sales,Marketing Campaign,Data Corp,257765,327196,Credit Card
EXP123449,5/1/2024,Administration,Maintenance,Quick Supplies,108789,61836,UPI
EXP105833,1/5/2025,Marketing,Office Supplies,Urban Services,58996,53578,Credit Card
EXP104770,3/18/2025,IT,Salary,Bright Media,126438,70187,UPI
EXP122320,4/7/2025,Finance,Training,ABC Pvt Ltd,84467,102169,UPI
EXP124613,3/23/2025,Finance,Consulting,Data Corp,279463,339664,Cash
EXP119161,7/1/2024,Operation,Travel,Urban Services,35278,46616,UPI
EXP124569,4/2/2025,Administration,Office Supplies,Bright Media,152265,131931,Cash
EXP101464,3/27/2025,Operation,Marketing Campaign,ABC Pvt Ltd,223660,335297,Cash
EXP111385,5/7/2024,HR,Travel,Global Systems,216650,264201,Bank Transfer
EXP104641,10/23/2024,Sales,Utilities,Data Corp,180120,239997,Cash
EXP106053,1/3/2024,Marketing,Consulting,Star Traders,56422,30098,UPI
EXP110125,3/24/2025,IT,Utilities,Star Traders,228155,300956,UPI
EXP116841,11/26/2024,Sales,Software,ABC Pvt Ltd,72856,48938,Bank Transfer
EXP112781,6/6/2024,IT,Salary,Tech Solutions,150781,113979,Credit Card
EXP122834,7/20/2024,HR,Office Supplies,Data Corp,185985,240167,UPI
EXP101333,3/2/2024,Finance,Utilities,Quick Supplies,27461,32094,Bank Transfer
EXP124110,5/17/2024,IT,Software,Global Systems,272896,150960,Bank Transfer
EXP103091,3/29/2024,Administration,Consulting,Data Corp,209945,272341,Credit Card
EXP119365,1/5/2025,HR,Internet,Prime Vendors,231178,119777,Bank Transfer
EXP115752,1/24/2025,Marketing,Internet,Data Corp,115416,154174,Bank Transfer
EXP108413,12/22/2024,Operation,Office Supplies,ABC Pvt Ltd,87280,117683,UPI
EXP119526,2/14/2024,Administration,Software,CloudNet,191277,274546,Credit Card
EXP117163,5/23/2024,Administration,Office Supplies,Global Systems,144763,203013,Bank Transfer
EXP102178,3/13/2025,IT,Utilities,Star Traders,268369,204473,UPI
EXP123437,2/2/2024,Administration,Consulting,Bright Media,112575,96609,Cash
EXP110563,5/8/2025,Operation,Internet,Global Systems,101666,103010,UPI
EXP105908,1/17/2025,Finance,Software,Global Systems,272237,200399,UPI
EXP117267,1/28/2024,Finance,Internet,Quick Supplies,145976,106906,Credit Card
EXP112649,5/8/2024,HR,Office Supplies,Prime Vendors,67357,99394,Bank Transfer
EXP101413,10/13/2024,Marketing,Software,Global Systems,285352,342487,Credit Card
EXP102783,1/26/2024,Marketing,Salary,ABC Pvt Ltd,114220,128496,Bank Transfer
EXP108957,11/6/2024,IT,Utilities,ABC Pvt Ltd,160590,202509,UPI
EXP106100,5/3/2025,HR,Salary,Tech Solutions,204815,299562,Credit Card
EXP104213,7/22/2024,Marketing,Internet,Bright Media,72220,65648,UPI
EXP116790,4/21/2024,Administration,Internet,Urban Services,231149,177523,Cash
EXP116185,3/24/2024,HR,Internet,Data Corp,60084,77138,Bank Transfer
EXP106620,4/25/2025,Administration,Consulting,Prime Vendors,85462,47398,Bank Transfer
EXP116582,2/8/2025,Finance,Consulting,Tech Solutions,105726,152055,Cash
EXP123505,12/5/2024,Finance,Office Supplies,Urban Services,155052,205727,Bank Transfer
EXP105376,4/30/2025,Finance,Software,ABC Pvt Ltd,187751,247838,Cash
EXP121751,4/8/2025,HR,Software,Prime Vendors,239827,312347,Cash
EXP107654,2/7/2025,HR,Marketing Campaign,ABC Pvt Ltd,205501,167057,Cash
EXP105116,1/7/2024,Operation,Consulting,Prime Vendors,225750,123749,UPI
EXP116441,2/2/2025,Administration,Maintenance,Bright Media,211012,288263,Bank Transfer
EXP118460,11/21/2024,Finance,Maintenance,Bright Media,65902,60298,Bank Transfer
EXP116830,11/7/2024,IT,Training,ABC Pvt Ltd,136054,74590,Credit Card
EXP114734,9/4/2024,IT,Maintenance,Bright Media,93146,57049,Credit Card
EXP113170,12/14/2024,IT,Travel,CloudNet,157553,117220,Credit Card
EXP109535,8/5/2025,HR,Travel,Bright Media,206163,307972,Cash
EXP104909,1/16/2025,Sales,Software,Star Traders,129664,187441,UPI
EXP100928,1/29/2025,Sales,Marketing Campaign,Star Traders,104634,53607,UPI
EXP115016,10/1/2024,Administration,Software,Bright Media,73851,45264,Cash
EXP105412,12/9/2024,Sales,Utilities,Tech Solutions,230723,136744,Cash
EXP105727,3/24/2024,Finance,Consulting,Global Systems,212003,172715,Cash
EXP105647,6/3/2024,Administration,Internet,CloudNet,130873,83919,Bank Transfer
EXP113361,2/7/2024,Operation,Office Supplies,Global Systems,96336,90152,UPI
EXP106836,7/26/2024,Operation,Consulting,Quick Supplies,190451,242747,Bank Transfer
EXP112789,7/25/2024,Operation,Training,Global Systems,54175,64095,Bank Transfer
EXP112368,2/4/2024,IT,Internet,Star Traders,243884,209869,Cash
EXP121478,6/5/2024,HR,Utilities,Star Traders,122762,168443,Cash
EXP119059,4/17/2025,Finance,Office Supplies,ABC Pvt Ltd,174340,113472,Bank Transfer
EXP102736,2/5/2025,Sales,Office Supplies,ABC Pvt Ltd,93727,126409,UPI
EXP114795,10/24/2024,IT,Software,Data Corp,115503,162772,Cash
EXP113103,9/15/2024,HR,Utilities,Global Systems,100969,124198,UPI
EXP117608,4/24/2024,Administration,Marketing Campaign,Global Systems,71791,50507,Credit Card
EXP104230,3/23/2025,Sales,Travel,Star Traders,228218,250287,UPI
EXP123898,4/27/2025,Administration,Maintenance,Bright Media,167147,153170,Credit Card
EXP115705,11/7/2024,Sales,Consulting,Quick Supplies,273818,146378,Bank Transfer
EXP107019,3/13/2024,Sales,Travel,Urban Services,91551,120777,Cash
EXP111512,11/3/2024,Finance,Internet,ABC Pvt Ltd,90069,49270,UPI
EXP122369,10/20/2024,Sales,Internet,Star Traders,141941,111150,Credit Card
EXP107647,10/16/2024,IT,Office Supplies,Global Systems,33601,17435,Credit Card
EXP107397,3/7/2024,IT,Maintenance,Bright Media,253107,329598,Bank Transfer
EXP115256,3/30/2024,IT,Software,Global Systems,43077,61917,UPI
EXP112659,2/26/2024,Marketing,Salary,Tech Solutions,46679,23836,Credit Card
EXP112914,5/4/2025,Administration,Salary,Prime Vendors,158373,126110,Bank Transfer
EXP107916,8/15/2024,HR,Utilities,Quick Supplies,79642,82044,Credit Card
EXP124375,9/22/2024,HR,Consulting,Quick Supplies,139280,76540,UPI
EXP105708,11/12/2024,HR,Training,Prime Vendors,285724,162519,Credit Card
EXP119844,4/5/2024,Administration,Salary,Prime Vendors,231679,144220,Bank Transfer
EXP124157,2/16/2024,HR,Internet,ABC Pvt Ltd,161610,153358,Credit Card
EXP114131,3/10/2025,HR,Training,Data Corp,272027,274632,Credit Card
EXP115763,4/11/2025,Finance,Office Supplies,Bright Media,168820,147007,Credit Card
EXP122434,2/18/2025,Sales,Maintenance,CloudNet,166903,197458,Credit Card
EXP105992,5/22/2024,HR,Training,CloudNet,154617,218209,
EXP122220,5/8/2025,Marketing,Office Supplies,Tech Solutions,36877,55050,Bank Transfer
EXP111406,3/28/2024,IT,Utilities,Bright Media,187725,208205,UPI
EXP101579,12/17/2024,Administration,Training,Global Systems,174672,120517,Bank Transfer
EXP124048,4/13/2025,IT,Consulting,Data Corp,297212,242086,Cash
EXP102968,2/13/2025,Operation,Training,ABC Pvt Ltd,162076,161519,Bank Transfer
EXP106603,3/29/2024,Operation,Salary,ABC Pvt Ltd,264959,357158,Credit Card
EXP111581,11/1/2025,Operation,Office Supplies,Data Corp,69445,59047,Credit Card
EXP121063,6/28/2024,Marketing,Consulting,Prime Vendors,167329,143248,Cash
EXP120860,9/24/2024,Administration,Marketing Campaign,Prime Vendors,256623,353910,Credit Card
EXP100485,3/22/2025,Finance,Utilities,Quick Supplies,143134,176831,Cash
EXP122148,10/1/2025,Marketing,Marketing Campaign,Global Systems,230661,183031,Cash
EXP100967,4/16/2024,Marketing,Software,Prime Vendors,85058,106620,UPI
EXP120629,1/10/2025,Finance,Office Supplies,Prime Vendors,277037,389599,Bank Transfer
EXP105547,8/20/2024,Administration,Office Supplies,Quick Supplies,229878,274288,Bank Transfer
EXP109542,11/26/2024,HR,Training,Bright Media,129164,185833,Bank Transfer
EXP114546,4/30/2025,Marketing,Software,Tech Solutions,297616,437242,Cash
EXP115602,9/6/2024,Marketing,Software,Bright Media,251505,249305,UPI
EXP120774,12/16/2024,Finance,Travel,Urban Services,41023,49104,Cash
EXP101365,9/30/2024,Administration,Software,ABC Pvt Ltd,115203,69225,Cash
EXP101947,1/16/2024,Finance,Maintenance,Prime Vendors,80090,43673,Credit Card
EXP110838,4/13/2024,IT,Software,Tech Solutions,159500,205295,UPI
EXP113000,6/5/2025,HR,Training,Tech Solutions,121852,133348,UPI
EXP102225,11/12/2024,IT,Maintenance,CloudNet,205194,152252,Cash
EXP101691,8/29/2024,Sales,Training,Quick Supplies,207111,123456,UPI
EXP102782,3/29/2024,Sales,Training,Quick Supplies,298761,438335,Cash
EXP119204,9/15/2024,Sales,Training,Global Systems,25871,24145,UPI
EXP111327,1/5/2025,Marketing,Office Supplies,Star Traders,144919,212481,Bank Transfer
EXP105293,3/7/2024,Finance,Utilities,CloudNet,93199,117687,Cash
EXP106232,5/7/2025,Finance,Maintenance,Urban Services,91421,61236,UPI
EXP121832,5/25/2024,Operation,Marketing Campaign,Global Systems,226395,223230,Bank Transfer
EXP109931,8/4/2024,Operation,Training,Data Corp,48015,64596,UPI
EXP120182,1/10/2024,Marketing,Software,Prime Vendors,131934,112076,Credit Card
EXP103930,5/13/2025,Marketing,Training,Global Systems,279564,196816,UPI
EXP109936,7/7/2024,Administration,Salary,Star Traders,69030,47653,UPI
EXP122776,7/14/2024,Administration,Utilities,Bright Media,238413,267829,UPI
EXP120866,2/7/2025,Finance,Maintenance,Star Traders,182401,178754,Bank Transfer
EXP109115,11/17/2024,Operation,Internet,CloudNet,138710,195750,UPI
EXP115530,9/22/2024,Finance,Marketing Campaign,Urban Services,216309,292424,UPI
EXP113557,4/14/2025,Sales,Consulting,Bright Media,99481,105486,Bank Transfer
EXP111227,6/8/2024,Operation,Maintenance,Quick Supplies,126296,145669,Cash
EXP117352,8/24/2024,Operation,Internet,Global Systems,257346,186355,Cash
EXP104545,2/7/2025,Finance,Office Supplies,Prime Vendors,271724,205725,UPI
EXP122724,9/3/2024,Finance,Salary,Tech Solutions,177665,209111,Credit Card
EXP110569,4/27/2024,IT,Salary,Quick Supplies,157524,204068,UPI
EXP103204,10/27/2024,Finance,Salary,CloudNet,226150,270811,Credit Card
EXP102549,1/3/2024,Marketing,Utilities,Quick Supplies,267626,383495,Credit Card
